Scores,Scores Info
-275.0,300
-795.0,2900
-19885.0,400
-1085.0,400
670.0,1000
-835.0,200
370.0,1000
430.0,1700
-745.0,300
-77260.0,0
-4175.0,700
-66110.0,0
-86910.0,0
-49745.0,300
-13125.0,400
-11105.0,200
260.0,600
-27265.0,1400
-95.0,700
2245.0,1900
-6590.0,700
-965.0,100
-1095.0,200
455.0,1300
2755.0,3700
40.0,1100
-555.0,400
-720.0,600
-2540.0,1700
-285.0,400
-4325.0,800
940.0,1700
-40170.0,1100
-88050.0,0
-59910.0,400
-8560.0,500
610.0,1400
-69210.0,200
-54975.0,800
-11810.0,500
-1435.0,200
-3395.0,200
-495.0,500
145.0,400
300.0,1600
-755.0,400
-575.0,600
220.0,700
-14030.0,200
-55580.0,500
-525.0,500
-19920.0,700
-31650.0,600
-6625.0,100
-30925.0,0
-28265.0,500
-1575.0,100
-165.0,400
-640.0,200
-915.0,300
-605.0,500
-880.0,300
-240.0,500
525.0,900
-880.0,400
-19650.0,500
-36600.0,2300
-4455.0,100
-32410.0,1100
-550.0,600
-57295.0,200
-59240.0,1300
725.0,900
-4210.0,400
-560.0,1100
760.0,1400
-120.0,900
-32705.0,200
-16150.0,500
-27950.0,200
-9215.0,400
-11480.0,400
-4780.0,1200
-29490.0,200
-730.0,300
-50.0,900
300.0,700
-555.0,700
-3815.0,300
985.0,2000
140.0,500
-975.0,400
1400.0,1700
-745.0,300
-4630.0,100
370.0,800
1345.0,1900
675.0,1800
-10255.0,600
3085.0,3500
-90.0,200
-690.0,400
-86560.0,0
-5530.0,400
-23445.0,400
-22530.0,400
-630.0,500
-37625.0,700
-815.0,200
1965.0,3100
-120.0,400
-80.0,1000
-14560.0,400
1035.0,1400
-445.0,600
-805.0,700
580.0,400
-3015.0,400
-27305.0,200
1630.0,600
-2200.0,700
-705.0,400
-405.0,500
-28125.0,800
-50415.0,400
-3095.0,600
-810.0,300
555.0,500
-305.0,700
-525.0,900
-14115.0,1000
-28120.0,200
-26320.0,700
565.0,1600
-45.0,1000
1900.0,2900
-785.0,300
-1315.0,200
-31770.0,200
-545.0,700
-865.0,200
-6750.0,0
-900.0,200
-1150.0,200
3255.0,3700
-13915.0,200
-490.0,900
-60.0,1100
-11865.0,400
55.0,300
1665.0,2800
965.0,2000
-480.0,500
2100.0,1800
440.0,900
-1000.0,200
-160.0,300
-800.0,600
-940.0,200
-4160.0,400
-10250.0,800
-25460.0,200
0.0,1100
-465.0,600
-1030.0,200
-770.0,400
-2965.0,200
-425.0,700
2450.0,2900
-220.0,400
1115.0,1000
-425.0,700
-995.0,200
-2445.0,400
-5515.0,300
-28465.0,200
-18010.0,800
-340.0,800
1480.0,2500
-4910.0,200
335.0,800
1675.0,2000
835.0,1200
-93775.0,0
-7965.0,1000
-370.0,600
-230.0,900
195.0,600
-5630.0,1100
125.0,800
-960.0,200
-70840.0,300
1600.0,1000
-3765.0,300
185.0,700
-150.0,900
-465.0,600
-920.0,300
-620.0,400
-950.0,300
-780.0,400
2355.0,3200
-925.0,200
-760.0,400
395.0,800
-33265.0,1000
-170.0,400
-535.0,700
-38645.0,400
-4945.0,700
-840.0,300
-930.0,100
415.0,900
-83520.0,1800
595.0,1100
-205.0,800
-1135.0,300
-435.0,600
-4435.0,400
460.0,1800
665.0,1600
1135.0,1400
-4870.0,500
-37895.0,600
-495.0,500
-505.0,500
-190.0,1000
-430.0,600
-755.0,600
-13495.0,400
-8695.0,0
-16080.0,800
-690.0,400
-2245.0,700
-5475.0,600
-100.0,900
-220.0,800
-135.0,900
-950.0,300
-375.0,1000
-250.0,500
-3950.0,500
420.0,900
555.0,1600
-16305.0,800
-640.0,400
